open,close,high,low,value,volume,begin,end
258.89,258.46,259.4,258.1,690804248.0,2668700.0,2020-01-13 11:00:00,2020-01-13 11:59:59
258.4,258.91,259.4,258.25,390963814.7999999,1509600.0,2020-01-13 12:00:00,2020-01-13 12:59:59
258.98,258.9,259.0,258.51,332016041.20000005,1283090.0,2020-01-13 13:00:00,2020-01-13 13:59:59
258.9,258.98,259.83,258.72,661372206.7,2550230.0,2020-01-13 14:00:00,2020-01-13 14:59:59
258.92,258.72,259.42,258.5,355326288.8000001,1372490.0,2020-01-13 15:00:00,2020-01-13 15:59:59
258.72,259.84,259.96,258.72,387109148.9,1491750.0,2020-01-13 16:00:00,2020-01-13 16:59:59
259.86,260.89,261.16,259.86,1381343741.3000002,5302350.0,2020-01-13 17:00:00,2020-01-13 17:59:59
260.9,262.4,262.4,260.14,1657741316.0,6334850.0,2020-01-13 18:00:00,2020-01-13 18:59:59
262.5,262.5,262.5,262.5,7510125.0,28610.0,2020-01-14 09:00:00,2020-01-14 09:59:59
262.58,261.92,263.22,261.15,1374072327.4999998,5243690.0,2020-01-14 10:00:00,2020-01-14 10:59:59
261.93,260.31,261.95,259.93,1255274212.2999997,4815620.0,2020-01-14 11:00:00,2020-01-14 11:59:59
260.34,260.88,261.2,260.2,602986428.7999998,2312030.0,2020-01-14 12:00:00,2020-01-14 12:59:59
260.9,260.88,261.63,260.5,710634963.5999999,2721230.0,2020-01-14 13:00:00,2020-01-14 13:59:59
260.9,259.55,260.92,259.04,1087228198.7,4184610.0,2020-01-14 14:00:00,2020-01-14 14:59:59
259.55,259.35,259.6,258.62,635127794.1,2451340.0,2020-01-14 15:00:00,2020-01-14 15:59:59
259.3,259.59,259.99,258.81,605254156.8000001,2332120.0,2020-01-14 16:00:00,2020-01-14 16:59:59
259.58,259.28,260.04,259.07,665768794.5999999,2564870.0,2020-01-14 17:00:00,2020-01-14 17:59:59
259.25,259.05,260.0,259.05,1159968685.0,4471620.0,2020-01-14 18:00:00,2020-01-14 18:59:59
258.49,258.49,258.49,258.49,8605132.100000001,33290.0,2020-01-15 09:00:00,2020-01-15 09:59:59
258.45,257.78,258.91,257.34,985795056.6000003,3818770.0,2020-01-15 10:00:00,2020-01-15 10:59:59
257.8,257.66,258.0,256.31,1280206012.4000003,4975980.0,2020-01-15 11:00:00,2020-01-15 11:59:59
257.65,258.04,258.39,257.5,1009060011.4999995,3913290.0,2020-01-15 12:00:00,2020-01-15 12:59:59
258.04,257.58,258.48,257.18,526451965.8999999,2042880.0,2020-01-15 13:00:00,2020-01-15 13:59:59
257.6,257.4,258.33,256.93,562841573.6000003,2184650.0,2020-01-15 14:00:00,2020-01-15 14:59:59
257.4,256.83,257.7,256.73,692318586.5000004,2692910.0,2020-01-15 15:00:00,2020-01-15 15:59:59
256.88,254.9,257.09,254.21,3540580425.2,13870290.0,2020-01-15 16:00:00,2020-01-15 16:59:59
254.9,256.79,257.46,254.55,2423679346.6999993,9461090.0,2020-01-15 17:00:00,2020-01-15 17:59:59
256.77,256.31,256.9,255.78,1632202645.3000002,6368640.0,2020-01-15 18:00:00,2020-01-15 18:59:59
257.11,257.11,257.11,257.11,5489298.499999999,21350.0,2020-01-16 09:00:00,2020-01-16 09:59:59
257.11,258.93,259.51,257.11,2197039280.7,8501910.0,2020-01-16 10:00:00,2020-01-16 10:59:59
258.93,257.8,259.24,257.75,1529683576.7000003,5921730.0,2020-01-16 11:00:00,2020-01-16 11:59:59
257.76,257.14,258.23,256.55,1576931007.8000002,6125160.0,2020-01-16 12:00:00,2020-01-16 12:59:59
257.14,257.22,257.89,256.5,1110133600.2000003,4314860.0,2020-01-16 13:00:00,2020-01-16 13:59:59
257.2,257.02,257.27,256.77,696553890.3,2710210.0,2020-01-16 14:00:00,2020-01-16 14:59:59
257.04,257.18,257.5,257.0,531583082.8000001,2066180.0,2020-01-16 15:00:00,2020-01-16 15:59:59
257.18,256.2,257.2,256.12,744429308.1,2900300.0,2020-01-16 16:00:00,2020-01-16 16:59:59
256.24,257.08,257.31,256.1,877367725.3999999,3414770.0,2020-01-16 17:00:00,2020-01-16 17:59:59
257.08,257.51,257.51,256.73,1098459599.6000009,4270300.0,2020-01-16 18:00:00,2020-01-16 18:59:59
258.2,258.2,258.2,258.2,5925690.0,22950.0,2020-01-17 09:00:00,2020-01-17 09:59:59
258.2,259.9,259.99,257.75,1877448435.0000005,7252230.0,2020-01-17 10:00:00,2020-01-17 10:59:59
259.85,260.9,261.25,259.45,1971855312.5,7573050.0,2020-01-17 11:00:00,2020-01-17 11:59:59
260.9,260.72,261.43,260.5,1046931475.6000001,4012050.0,2020-01-17 12:00:00,2020-01-17 12:59:59
260.72,261.0,261.88,260.57,1147470863.6999993,4392840.0,2020-01-17 13:00:00,2020-01-17 13:59:59
260.99,262.35,262.36,260.88,1193089921.1,4558910.0,2020-01-17 14:00:00,2020-01-17 14:59:59
262.35,262.32,262.82,261.71,919140027.9999999,3503850.0,2020-01-17 15:00:00,2020-01-17 15:59:59
262.32,262.1,262.8,261.81,936627433.9000001,3569190.0,2020-01-17 16:00:00,2020-01-17 16:59:59
262.07,262.7,262.77,261.89,1177145934.8,4484210.0,2020-01-17 17:00:00,2020-01-17 17:59:59
262.7,262.5,262.77,262.01,1455338136.1,5545010.0,2020-01-17 18:00:00,2020-01-17 18:59:59
263.2,263.2,263.2,263.2,12765200.0,48500.0,2020-01-20 09:00:00,2020-01-20 09:59:59
263.22,262.65,263.81,261.8,1443193370.9999995,5488970.0,2020-01-20 10:00:00,2020-01-20 10:59:59
262.7,264.87,265.0,262.5,1805681526.3999996,6835030.0,2020-01-20 11:00:00,2020-01-20 11:59:59
264.88,264.62,264.97,264.0,556188024.3,2102460.0,2020-01-20 12:00:00,2020-01-20 12:59:59
264.62,265.63,265.9,264.55,1130675591.8999999,4262330.0,2020-01-20 13:00:00,2020-01-20 13:59:59
265.63,265.27,266.22,265.21,679742809.8000001,2558290.0,2020-01-20 14:00:00,2020-01-20 14:59:59
265.29,265.87,265.9,265.13,341780797.4,1287000.0,2020-01-20 15:00:00,2020-01-20 15:59:59
265.9,265.59,266.1,265.38,361002506.5999999,1358070.0,2020-01-20 16:00:00,2020-01-20 16:59:59
265.59,266.77,266.77,265.46,553593511.8999999,2080740.0,2020-01-20 17:00:00,2020-01-20 17:59:59
266.74,266.28,266.97,266.09,1006416377.3,3776320.0,2020-01-20 18:00:00,2020-01-20 18:59:59
265.5,265.5,265.5,265.5,40958685.0,154270.0,2020-01-21 09:00:00,2020-01-21 09:59:59
265.47,264.03,265.5,263.02,2171217934.9000006,8222670.0,2020-01-21 10:00:00,2020-01-21 10:59:59
264.06,264.7,264.78,263.7,1006187727.9999999,3807560.0,2020-01-21 11:00:00,2020-01-21 11:59:59
264.7,264.58,265.11,264.17,612204654.4,2313070.0,2020-01-21 12:00:00,2020-01-21 12:59:59
264.57,264.35,264.98,264.0,517379926.29999983,1956290.0,2020-01-21 13:00:00,2020-01-21 13:59:59
264.32,264.46,264.67,263.8,487109373.3,1843320.0,2020-01-21 14:00:00,2020-01-21 14:59:59
264.46,264.8,265.32,264.44,567285791.0999999,2141540.0,2020-01-21 15:00:00,2020-01-21 15:59:59
264.83,265.5,266.1,264.5,801145775.7,3017730.0,2020-01-21 16:00:00,2020-01-21 16:59:59
265.51,267.98,268.27,265.46,1977698928.6000006,7405670.0,2020-01-21 17:00:00,2020-01-21 17:59:59
267.98,268.06,268.9,267.25,1935054498.4,7219970.0,2020-01-21 18:00:00,2020-01-21 18:59:59
268.72,268.72,268.72,268.72,29981090.399999995,111570.0,2020-01-22 09:00:00,2020-01-22 09:59:59
268.63,269.93,270.8,268.39,2482088285.500001,9192840.0,2020-01-22 10:00:00,2020-01-22 10:59:59
269.93,268.27,270.69,268.05,1731513532.6999998,6427020.0,2020-01-22 11:00:00,2020-01-22 11:59:59
268.19,268.02,268.59,266.84,1595528475.4999993,5958530.0,2020-01-22 12:00:00,2020-01-22 12:59:59
268.05,267.68,268.82,267.41,717666703.2000002,2677420.0,2020-01-22 13:00:00,2020-01-22 13:59:59
267.68,265.51,267.69,265.5,1198222944.0000002,4499580.0,2020-01-22 14:00:00,2020-01-22 14:59:59
265.55,266.23,266.7,265.5,823661432.5,3092720.0,2020-01-22 15:00:00,2020-01-22 15:59:59
266.25,266.75,266.92,265.59,696853994.7999997,2616840.0,2020-01-22 16:00:00,2020-01-22 16:59:59
266.74,267.35,268.33,266.52,1285108376.5000002,4803640.0,2020-01-22 17:00:00,2020-01-22 17:59:59
267.35,266.54,267.45,266.54,1308375386.8000002,4902330.0,2020-01-22 18:00:00,2020-01-22 18:59:59
264.64,264.64,264.64,264.64,24759718.400000002,93560.0,2020-01-23 09:00:00,2020-01-23 09:59:59
264.9,265.3,266.05,263.8,1840354668.6999998,6946180.0,2020-01-23 10:00:00,2020-01-23 10:59:59
265.3,266.0,266.89,265.2,1368616654.2000008,5143110.0,2020-01-23 11:00:00,2020-01-23 11:59:59
265.97,264.96,266.1,264.66,741274605.5000001,2793010.0,2020-01-23 12:00:00,2020-01-23 12:59:59
264.92,264.9,265.25,264.25,748661296.9,2826710.0,2020-01-23 13:00:00,2020-01-23 13:59:59
264.9,266.19,266.69,264.82,763055131.4000002,2870040.0,2020-01-23 14:00:00,2020-01-23 14:59:59
266.19,266.56,266.8,266.13,755997115.4,2836930.0,2020-01-23 15:00:00,2020-01-23 15:59:59
266.54,266.32,266.88,265.7,620673336.6,2330350.0,2020-01-23 16:00:00,2020-01-23 16:59:59
266.32,263.5,266.34,263.1,1832569416.5,6931940.0,2020-01-23 17:00:00,2020-01-23 17:59:59
263.54,263.73,263.98,262.24,2062075675.9999993,7832340.0,2020-01-23 18:00:00,2020-01-23 18:59:59
264.5,264.5,264.5,264.5,24823325.0,93850.0,2020-01-24 09:00:00,2020-01-24 09:59:59
264.53,265.55,265.87,264.53,979149674.9000001,3688780.0,2020-01-24 10:00:00,2020-01-24 10:59:59
265.55,266.45,267.5,265.08,1569650275.3,5897250.0,2020-01-24 11:00:00,2020-01-24 11:59:59
266.47,264.73,266.69,264.51,961813070.2,3622920.0,2020-01-24 12:00:00,2020-01-24 12:59:59
264.72,264.42,265.49,264.21,632030111.1999997,2387800.0,2020-01-24 13:00:00,2020-01-24 13:59:59
264.36,266.0,266.3,264.25,806258160.1999999,3037920.0,2020-01-24 14:00:00,2020-01-24 14:59:59
266.14,265.9,266.5,265.73,426966440.1,1604700.0,2020-01-24 15:00:00,2020-01-24 15:59:59
266.02,266.2,266.39,265.43,338504310.70000005,1272850.0,2020-01-24 16:00:00,2020-01-24 16:59:59
266.2,266.31,266.31,264.75,726648193.5999999,2736190.0,2020-01-24 17:00:00,2020-01-24 17:59:59
266.31,265.49,266.86,265.15,796988871.0999999,2997840.0,2020-01-24 18:00:00,2020-01-24 18:59:59
261.0,261.0,261.0,261.0,115286310.0,441710.0,2020-01-27 09:00:00,2020-01-27 09:59:59
260.99,260.15,261.22,259.78,2667324468.2000012,10237960.0,2020-01-27 10:00:00,2020-01-27 10:59:59
260.15,260.34,262.1,259.92,1322041953.7,5065340.0,2020-01-27 11:00:00,2020-01-27 11:59:59
260.35,258.06,260.42,257.7,2501752979.7,9669020.0,2020-01-27 12:00:00,2020-01-27 12:59:59
258.06,257.25,258.35,256.72,1736213553.0999997,6745430.0,2020-01-27 13:00:00,2020-01-27 13:59:59
257.25,257.28,258.2,255.7,1606591003.6000006,6253730.0,2020-01-27 14:00:00,2020-01-27 14:59:59
257.34,256.85,257.96,256.52,656538254.8999996,2552320.0,2020-01-27 15:00:00,2020-01-27 15:59:59
256.85,256.12,256.9,255.79,889865953.6999997,3474000.0,2020-01-27 16:00:00,2020-01-27 16:59:59
256.11,256.42,257.16,256.0,1189811227.4000003,4637320.0,2020-01-27 17:00:00,2020-01-27 17:59:59
256.49,255.32,257.31,255.32,1887929703.6000018,7376540.0,2020-01-27 18:00:00,2020-01-27 18:59:59
257.0,257.0,257.0,257.0,39521460.0,153780.0,2020-01-28 09:00:00,2020-01-28 09:59:59
257.05,257.14,258.84,256.71,2014167391.8000004,7816460.0,2020-01-28 10:00:00,2020-01-28 10:59:59
257.14,255.76,257.37,255.59,1533098969.1,5979950.0,2020-01-28 11:00:00,2020-01-28 11:59:59
255.76,256.38,256.86,254.1,2088475921.9999998,8179240.0,2020-01-28 12:00:00,2020-01-28 12:59:59
256.37,256.72,257.6,255.51,1171609976.7,4566150.0,2020-01-28 13:00:00,2020-01-28 13:59:59
256.7,257.45,257.51,256.01,736936870.1000001,2870820.0,2020-01-28 14:00:00,2020-01-28 14:59:59
257.45,257.9,258.44,257.02,1295840201.9,5024700.0,2020-01-28 15:00:00,2020-01-28 15:59:59
257.9,257.7,258.46,257.03,1027711553.4999999,3984970.0,2020-01-28 16:00:00,2020-01-28 16:59:59
257.67,256.83,257.79,256.33,1106627048.0,4306190.0,2020-01-28 17:00:00,2020-01-28 17:59:59
256.83,257.7,258.0,256.45,1351455396.0000005,5255100.0,2020-01-28 18:00:00,2020-01-28 18:59:59
258.4,258.4,258.4,258.4,32697936.0,126540.0,2020-01-29 09:00:00,2020-01-29 09:59:59
258.4,258.12,259.29,258.02,1565406784.1,6050340.0,2020-01-29 10:00:00,2020-01-29 10:59:59
258.12,259.65,260.35,257.61,2079178041.9,8022180.0,2020-01-29 11:00:00,2020-01-29 11:59:59
259.65,259.39,259.87,259.0,759543959.4000003,2928680.0,2020-01-29 12:00:00,2020-01-29 12:59:59
259.32,259.75,259.95,259.1,387451200.9000001,1493160.0,2020-01-29 13:00:00,2020-01-29 13:59:59
259.75,260.74,260.94,259.65,901478651.5999999,3462050.0,2020-01-29 14:00:00,2020-01-29 14:59:59
260.72,259.77,260.85,259.41,631728494.4000001,2428880.0,2020-01-29 15:00:00,2020-01-29 15:59:59
259.8,260.31,260.85,259.45,610635441.4999999,2347590.0,2020-01-29 16:00:00,2020-01-29 16:59:59
260.31,260.48,261.57,260.25,978207282.0999999,3750330.0,2020-01-29 17:00:00,2020-01-29 17:59:59
260.48,259.94,260.49,258.77,1151881858.9,4438190.0,2020-01-29 18:00:00,2020-01-29 18:59:59
258.0,258.0,258.0,258.0,55986000.0,217000.0,2020-01-30 09:00:00,2020-01-30 09:59:59
257.97,257.03,258.0,256.8,1620816090.3000004,6299220.0,2020-01-30 10:00:00,2020-01-30 10:59:59
257.1,258.39,258.45,256.47,1222092395.1000001,4745400.0,2020-01-30 11:00:00,2020-01-30 11:59:59
258.35,258.0,258.69,257.66,472689414.89999986,1830850.0,2020-01-30 12:00:00,2020-01-30 12:59:59
257.96,257.95,258.17,257.15,457718932.1,1776960.0,2020-01-30 13:00:00,2020-01-30 13:59:59
257.92,256.46,257.96,256.37,675889173.1,2630600.0,2020-01-30 14:00:00,2020-01-30 14:59:59
256.46,255.58,256.8,255.33,981009404.4999999,3830270.0,2020-01-30 15:00:00,2020-01-30 15:59:59
255.55,256.72,257.13,255.27,878014205.8999999,3424000.0,2020-01-30 16:00:00,2020-01-30 16:59:59
256.7,256.79,257.57,255.82,956579890.4000003,3723400.0,2020-01-30 17:00:00,2020-01-30 17:59:59
256.75,257.31,257.63,256.53,846319176.4000002,3291640.0,2020-01-30 18:00:00,2020-01-30 18:59:59
258.5,258.5,258.5,258.5,30839050.0,119300.0,2020-01-31 09:00:00,2020-01-31 09:59:59
258.5,257.8,259.2,257.51,1212359366.0,4691210.0,2020-01-31 10:00:00,2020-01-31 10:59:59
257.83,257.4,258.98,257.4,1135773204.3000004,4397840.0,2020-01-31 11:00:00,2020-01-31 11:59:59
257.45,256.96,257.6,256.75,584825803.8000001,2274830.0,2020-01-31 12:00:00,2020-01-31 12:59:59
256.97,256.52,257.5,256.33,838346735.3000001,3263490.0,2020-01-31 13:00:00,2020-01-31 13:59:59
256.51,255.57,257.03,255.12,1072684628.1000003,4190220.0,2020-01-31 14:00:00,2020-01-31 14:59:59
255.62,255.6,256.62,255.5,973784103.8000002,3804210.0,2020-01-31 15:00:00,2020-01-31 15:59:59
255.65,255.34,256.2,254.54,1354758506.5000002,5305900.0,2020-01-31 16:00:00,2020-01-31 16:59:59
255.34,254.58,256.2,254.25,1990937301.6000001,7794430.0,2020-01-31 17:00:00,2020-01-31 17:59:59
254.55,252.2,254.88,252.17,3055535591.2999997,12080130.0,2020-01-31 18:00:00,2020-01-31 18:59:59
251.8,251.8,251.8,251.8,15327066.0,60870.0,2020-02-03 09:00:00,2020-02-03 09:59:59
251.8,252.5,253.94,251.1,2272662370.7000003,8994650.0,2020-02-03 10:00:00,2020-02-03 10:59:59
252.5,252.77,253.2,252.05,1199655189.5,4748500.0,2020-02-03 11:00:00,2020-02-03 11:59:59
252.78,252.81,253.45,252.05,1124202433.0000002,4446520.0,2020-02-03 12:00:00,2020-02-03 12:59:59
252.77,252.89,253.94,252.58,1354246884.9999995,5347510.0,2020-02-03 13:00:00,2020-02-03 13:59:59
252.88,253.5,253.95,252.86,774042524.9,3054520.0,2020-02-03 14:00:00,2020-02-03 14:59:59
253.51,253.77,254.3,252.51,1461340147.1000001,5765720.0,2020-02-03 15:00:00,2020-02-03 15:59:59
253.77,253.69,254.5,253.09,1601398431.5000005,6305900.0,2020-02-03 16:00:00,2020-02-03 16:59:59
253.71,254.66,254.9,253.32,1358834144.4,5344770.0,2020-02-03 17:00:00,2020-02-03 17:59:59
254.67,253.99,254.96,253.99,2202209563.499999,8659500.0,2020-02-03 18:00:00,2020-02-03 18:59:59
255.3,255.3,255.3,255.3,14059371.0,55070.0,2020-02-04 09:00:00,2020-02-04 09:59:59
255.33,254.58,257.38,254.42,1522401629.0000002,5962110.0,2020-02-04 10:00:00,2020-02-04 10:59:59
254.58,254.06,254.93,252.9,2247732604.2999997,8850330.0,2020-02-04 11:00:00,2020-02-04 11:59:59
254.09,254.28,254.6,253.61,990913473.3000001,3899490.0,2020-02-04 12:00:00,2020-02-04 12:59:59
254.28,254.81,254.92,254.06,994724724.8000001,3908030.0,2020-02-04 13:00:00,2020-02-04 13:59:59
254.77,254.88,255.4,254.32,1167423547.4,4579290.0,2020-02-04 14:00:00,2020-02-04 14:59:59
254.87,255.73,255.75,254.1,1695348721.3999999,6645220.0,2020-02-04 15:00:00,2020-02-04 15:59:59
255.73,256.07,256.29,255.23,1365153384.8000002,5335260.0,2020-02-04 16:00:00,2020-02-04 16:59:59
256.07,255.54,256.2,255.07,1185047425.8000002,4636970.0,2020-02-04 17:00:00,2020-02-04 17:59:59
255.54,255.4,255.7,254.81,1510157687.9999998,5914590.0,2020-02-04 18:00:00,2020-02-04 18:59:59
255.89,255.89,255.89,255.89,7850705.2,30680.0,2020-02-05 09:00:00,2020-02-05 09:59:59
255.89,254.42,256.08,253.75,1245140202.8000007,4892980.0,2020-02-05 10:00:00,2020-02-05 10:59:59
254.35,256.21,256.45,253.14,3017288462.6,11846240.0,2020-02-05 11:00:00,2020-02-05 11:59:59
256.23,256.68,257.66,255.92,2198336915.200001,8557140.0,2020-02-05 12:00:00,2020-02-05 12:59:59
256.64,256.87,257.04,256.52,724687843.6,2821720.0,2020-02-05 13:00:00,2020-02-05 13:59:59
256.88,256.33,257.59,256.11,1389455459.6999996,5406980.0,2020-02-05 14:00:00,2020-02-05 14:59:59
256.3,256.61,256.9,256.22,498020259.8000001,1940870.0,2020-02-05 15:00:00,2020-02-05 15:59:59
256.6,256.8,257.3,256.1,1062773455.4000001,4140450.0,2020-02-05 16:00:00,2020-02-05 16:59:59
256.8,257.13,257.27,256.06,992039112.7999998,3864330.0,2020-02-05 17:00:00,2020-02-05 17:59:59
257.13,255.2,257.28,255.12,1856781692.7,7255180.0,2020-02-05 18:00:00,2020-02-05 18:59:59
256.5,256.5,256.5,256.5,76165110.0,296940.0,2020-02-06 09:00:00,2020-02-06 09:59:59
256.66,256.6,257.39,256.0,1374608475.1999996,5350950.0,2020-02-06 10:00:00,2020-02-06 10:59:59
256.59,255.85,258.0,255.66,1816670412.4999998,7076720.0,2020-02-06 11:00:00,2020-02-06 11:59:59
255.83,255.12,255.96,254.4,1486110399.3,5824850.0,2020-02-06 12:00:00,2020-02-06 12:59:59
255.04,254.15,255.06,254.03,617113159.7,2424780.0,2020-02-06 13:00:00,2020-02-06 13:59:59
254.11,254.3,254.88,253.8,911360353.2000002,3584850.0,2020-02-06 14:00:00,2020-02-06 14:59:59
254.3,254.26,254.75,253.38,797860580.9000001,3142520.0,2020-02-06 15:00:00,2020-02-06 15:59:59
254.26,252.62,254.26,252.55,1000928733.9,3952090.0,2020-02-06 16:00:00,2020-02-06 16:59:59
252.62,252.58,253.19,251.9,1455099989.6000009,5763480.0,2020-02-06 17:00:00,2020-02-06 17:59:59
252.58,252.11,252.64,251.86,1562933942.7,6198800.0,2020-02-06 18:00:00,2020-02-06 18:59:59
253.1,253.1,253.1,253.1,11888107.0,46970.0,2020-02-07 09:00:00,2020-02-07 09:59:59
253.13,252.42,253.45,251.15,1656297235.0000002,6561950.0,2020-02-07 10:00:00,2020-02-07 10:59:59
252.48,250.61,253.15,250.6,1343972375.8999999,5331330.0,2020-02-07 11:00:00,2020-02-07 11:59:59
250.62,250.37,251.18,249.11,1733141628.8000007,6929960.0,2020-02-07 12:00:00,2020-02-07 12:59:59
250.35,249.33,250.67,248.73,1111880001.0000002,4456240.0,2020-02-07 13:00:00,2020-02-07 13:59:59
249.35,250.69,250.99,249.31,844049519.0000002,3373080.0,2020-02-07 14:00:00,2020-02-07 14:59:59
250.69,251.54,252.09,250.61,1053960257.9999998,4191220.0,2020-02-07 15:00:00,2020-02-07 15:59:59
251.56,252.03,252.5,251.22,940707912.1000001,3732410.0,2020-02-07 16:00:00,2020-02-07 16:59:59
252.14,252.45,253.73,252.02,1829587912.6000004,7235410.0,2020-02-07 17:00:00,2020-02-07 17:59:59
252.45,254.3,254.3,252.31,2123203620.1999998,8368060.0,2020-02-07 18:00:00,2020-02-07 18:59:59
